addr_full,brand,city,country,extras,lat,lon,name,opening_hours,phone,postcode,ref,state,website
Supermarket | Αμύρου 8,Sklavenitis,Αγιά,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.7191,22.75468,Sklavenitis Αγιά,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",249 402 3799,400 03,1004,Λάρισας,https://www.sklavenitis.gr/about/katastimata
"Supermarket | Οδός Σκιάθου - Αεροδρομίου, θέση Μεγάλη Σαΐτα",Sklavenitis,Σκιάθος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.1725,23.49811,Sklavenitis Σκιάθος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","242 702 3204, ",370 02,986,Σποράδων,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  1ο χλμ. Επαρχιακής Οδού Σκοπέλου–Γλώσσας,Sklavenitis,Σκόπελος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.1138,23.7334,Sklavenitis Σκόπελος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",242 402 2310,370 03,712,Μαγνησίας,https://www.sklavenitis.gr/about/katastimata
"Supermarket | Εθνάρχου Βενιζέλου 38 & Αγίου Νικολάου 1, Σούδα, Χανιά",Sklavenitis,Σούδα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",35.48827,24.07147,Sklavenitis Σούδα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","282 108 1719, ",732 00,1016,Χανίων,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λ. Ιασωνίδου 51,Sklavenitis,Σούρμενα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.8923,23.75437,Sklavenitis Σούρμενα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 963 1992,167 77,897,Αττικής,https://www.sklavenitis.gr/about/katastimata
Self-service  |  Γκορτσολόγου & Μενελάου,Sklavenitis,Σπάρτη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.07221,22.42944,Sklavenitis Σπάρτη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",273 102 7090,231 00,959,Λακωνίας,https://www.sklavenitis.gr/about/katastimata
Supermarket | Όρθιας Αρτέμιδος 1,Sklavenitis,Σπάρτη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.08612,22.43065,Sklavenitis Σπάρτη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",273 102 3393,231 00,982,Λακωνίας,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  Ε. Πουλάκη Οικοδ. Τετράγωνο Ε71 (θέση Γυαλού Σπάτων – Επιχειρηματικό Πάρκο),Sklavenitis,Σπάτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.98579,23.91336,Sklavenitis Σπάτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': '11:00-20:00'}}",210 667 3000,190 04,584,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Εδέσσης & Μαγνησίας,Sklavenitis,Σταυρούπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.65793,22.92795,Sklavenitis Σταυρούπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","231 064 0872, ",564 30,658,Θεσσαλονίκης,https://www.sklavenitis.gr/about/katastimata
"Supermarket  |  Ωραιοκάστρου 146, Καρατάσου & Παστέρ",Sklavenitis,Σταυρούπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.6751,22.9354,Sklavenitis Σταυρούπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",231 058 7007,564 30,672,Θεσσαλονίκης,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Θυμάτων Σπερχειού 25-27,Sklavenitis,Σύρος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.4435,24.9447,Sklavenitis Σύρος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","228 108 9300, ",841 00,811,Κυκλάδων,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ηρώων Πολυτεχνείου 21,Sklavenitis,Σύρος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.4301,24.9367,Sklavenitis Σύρος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","228 107 9580, ",841 00,685,Κυκλάδων,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Χρ. Σμύρνης 40 & Κορυζή,Sklavenitis,Ταύρος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.96474,23.69935,Sklavenitis Ταύρος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 346 1208,177 78,933,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Γεννηματά 56,Sklavenitis,Τερψιθέα Γλυφάδας,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.89167,23.76528,Sklavenitis Τερψιθέα Γλυφάδας,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 964 0502,165 62,895,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Τήνου–Τριποτάμου,Sklavenitis,Τήνος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.54022,25.16622,Sklavenitis Τήνος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",228 302 5903,842 00,809,Κυκλάδων,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Βασ. Κωνσταντίνου & Ζ. Αλαβάνου,Sklavenitis,Τήνος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.53661,25.16358,Sklavenitis Τήνος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","228 302 3866, ",842 00,810,Κυκλάδων,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Βύρωνος 4,Sklavenitis,Τρίκαλα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.55507,21.76663,Sklavenitis Τρίκαλα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",243 107 8108,421 00,798,Τρικάλων,https://www.sklavenitis.gr/about/katastimata
Supermarket+  |  Καλαμπάκας 6,Sklavenitis,Τρίκαλα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.55888,21.75754,Sklavenitis Τρίκαλα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",243 103 5190,421 00,760,Τρικάλων,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Κολοκοτρώνη & Περραιβού,Sklavenitis,Τρίκαλα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.55709,21.77178,Sklavenitis Τρίκαλα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",243 103 3080,421 00,973,Τρικάλων,https://www.sklavenitis.gr/about/katastimata
"Supermarket +  |  4o χλμ Τρικάλων - Μεγαλοχωρίου, Μεγαλοχώρι",Sklavenitis,Τρίκαλα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.55775,21.8222,Sklavenitis Τρίκαλα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",243 105 5408,421 00,983,Τρικάλων,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Γρ. Λαμπράκη & Πλ. Κολοκοτρώνη,Sklavenitis,Τρίπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.5094,22.37481,Sklavenitis Τρίπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","271 024 3378, ",221 00,751,Αρκαδίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Εθνομαρτύρων 17,Sklavenitis,Τρίπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.51091,22.37105,Sklavenitis Τρίπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",271 023 4273,221 00,625,Αρκαδίας,https://www.sklavenitis.gr/about/katastimata
"Hypermarket  |  2,4 χλμ. Ε.Ο. Τριπόλεως–Πύργου (θέση Μπελενίτσα)",Sklavenitis,Τρίπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.52937,22.38415,Sklavenitis Τρίπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","271 022 1333, ",221 00,583,Αρκαδίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Αθαν. Διάκου 10,Sklavenitis,Υμηττός,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.95322,23.74883,Sklavenitis Υμηττός,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 761 3244,172 37,632,Αττικής,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Θέση Λουρί,Sklavenitis,Φανάρι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.23941,20.59177,Sklavenitis Φανάρι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","268 402 9300, ",480 62,631,Πρεβέζας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Θέτιδος 9-11 & Αννοχωρίου,Sklavenitis,Φάρσαλα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.29562,22.37819,Sklavenitis Φάρσαλα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",249 102 6990,403 00,779,Λάρισας,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Ταγματάρχου Βελισσαρίου 26,Sklavenitis,Φιλιππιάδα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.20609,20.88448,Sklavenitis Φιλιππιάδα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",268 302 2333,482 00,624,Άρτας,https://www.sklavenitis.gr/about/katastimata
Self-service  |  Αρχ. Παπαθανασίου 21,Sklavenitis,Φλώρινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.78011,21.40801,Sklavenitis Φλώρινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","238 504 4360, ",531 00,784,Φλώρινας,https://www.sklavenitis.gr/about/katastimata
"Supermarket  |  Ταγμ. Σωτηρίου, Λοχαγού Μόδη & Πρεσπών",Sklavenitis,Φλώρινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.7799,21.4048,Sklavenitis Φλώρινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",238 504 4137,531 00,743,Φλώρινας,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Λεωφ. Αθηνών 266 & Πραξιτέλους,Sklavenitis,Χαϊδάρι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.01262,23.65975,Sklavenitis Χαϊδάρι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 581 0350,124 62,866,Αττικής,https://www.sklavenitis.gr/about/katastimata
Self-service  |  Στρ. Καραϊσκάκη 32,Sklavenitis,Χαϊδάρι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.00288,23.66369,Sklavenitis Χαϊδάρι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 598 9412,124 61,961,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Πεντέλης 94,Sklavenitis,Χαλάνδρι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.02906,23.81459,Sklavenitis Χαλάνδρι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 683 2870, ",152 34,723,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Αγ. Παρασκευής 111 Β,Sklavenitis,Χαλάνδρι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.01766,23.81066,Sklavenitis Χαλάνδρι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 681 1281, ",152 34,834,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Γυφτοπούλου 17 (πρώην Μεσολογγίου),Sklavenitis,Χαλάνδρι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.02368,23.79791,Sklavenitis Χαλάνδρι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 683 2737, ",152 33,596,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Στρατηγού Νταλιγκάρη 19,Sklavenitis,Χαλάστρα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.63021,22.73269,Sklavenitis Χαλάστρα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",231 079 2325,573 00,976,Θεσσαλονίκης,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  Λεωφ. Αχαρνών 467,Sklavenitis,Χαλκηδόνα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.02768,23.7307,Sklavenitis Χαλκηδόνα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 251 6840, ",143 43,841,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Μεγασθένους & Ληλαντίων,Sklavenitis,Χαλκίδα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.46439,23.60535,Sklavenitis Χαλκίδα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","222 108 3477, ",341 00,775,Ευβοίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ληλαντίων & Ορ. Μακρή,Sklavenitis,Χαλκίδα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.46518,23.61451,Sklavenitis Χαλκίδα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",222 108 6680,341 00,947,Ευβοίας,https://www.sklavenitis.gr/about/katastimata
Self-service  |  Φαβιέρου 14,Sklavenitis,Χαλκίδα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.46208,23.59369,Sklavenitis Χαλκίδα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",222 107 8960,341 00,950,Ευβοίας,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Λεωφ. Χανίων–Μουρνιών 43,Sklavenitis,Χανιά,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",35.49734,24.01825,Sklavenitis Χανιά,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",282 107 9734,731 00,577,Χανίων,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Επαρχιακή Οδός Αγίου Ονουφρίου – Κουνουπιδιανών,Sklavenitis,Χανιά,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",35.53279,24.07601,Sklavenitis Χανιά,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",282 104 9510,731 00,802,Χανίων,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Σφακιανάκη & Ρενιέρη,Sklavenitis,Χανιά,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",35.51017,24.02963,Sklavenitis Χανιά,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",282 105 1408,731 34,715,Χανίων,https://www.sklavenitis.gr/about/katastimata
